/home/rejk/Downloads/prj/dlproject-again/venv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:282: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
[(0,0,27)]: wandb not resumed
[(0,0,27)]: Epoch 1
[TRAIN(0,35,7)]: i: 391, train_loss: 1.0768541097640991
[TRAIN(0,35,12)]: i: 392, train_loss: 1.1375608444213867
[TRAIN(0,35,16)]: i: 393, train_loss: 1.102455973625183
[TRAIN(0,35,21)]: i: 394, train_loss: 1.0945895910263062
[TRAIN(0,35,25)]: i: 395, train_loss: 1.1088875532150269
[TRAIN(0,35,30)]: i: 396, train_loss: 1.1284946203231812
[TRAIN(0,35,34)]: i: 397, train_loss: 1.1351158618927002
[TRAIN(0,35,39)]: i: 398, train_loss: 1.1299065351486206
[TRAIN(0,35,44)]: i: 399, train_loss: 1.1159653663635254
[TRAIN(0,35,49)]: i: 400, train_loss: 1.081034779548645
[TRAIN(0,35,54)]: i: 401, train_loss: 1.1489362716674805
[TRAIN(0,35,59)]: i: 402, train_loss: 1.100801944732666
[TRAIN(0,36,3)]: i: 403, train_loss: 1.1005232334136963
[TRAIN(0,36,8)]: i: 404, train_loss: 1.1172246932983398
[TRAIN(0,36,13)]: i: 405, train_loss: 1.1329524517059326
[TRAIN(0,36,17)]: i: 406, train_loss: 1.047614574432373
[TRAIN(0,36,22)]: i: 407, train_loss: 1.1187517642974854
[TRAIN(0,36,28)]: i: 408, train_loss: 1.0807536840438843
[TRAIN(0,36,32)]: i: 409, train_loss: 1.1727526187896729
[TRAIN(0,36,37)]: i: 410, train_loss: 1.113821029663086
[TRAIN(0,36,43)]: i: 411, train_loss: 1.1042741537094116
[TRAIN(0,36,48)]: i: 412, train_loss: 1.1028459072113037
[TRAIN(0,36,53)]: i: 413, train_loss: 1.0897274017333984
[TRAIN(0,36,58)]: i: 414, train_loss: 1.1161473989486694
[TRAIN(0,37,3)]: i: 415, train_loss: 1.1484479904174805
[TRAIN(0,37,7)]: i: 416, train_loss: 1.1420150995254517
[TRAIN(0,37,12)]: i: 417, train_loss: 1.1106966733932495
[TRAIN(0,37,17)]: i: 418, train_loss: 1.0913443565368652
[TRAIN(0,37,22)]: i: 419, train_loss: 1.1071069240570068
[TRAIN(0,37,27)]: i: 420, train_loss: 1.115053653717041
[TRAIN(0,37,31)]: i: 421, train_loss: 1.1239689588546753
[TRAIN(0,37,36)]: i: 422, train_loss: 1.1246262788772583
[TRAIN(0,37,41)]: i: 423, train_loss: 1.1450657844543457
[TRAIN(0,37,46)]: i: 424, train_loss: 1.104912281036377
[TRAIN(0,37,51)]: i: 425, train_loss: 1.1037800312042236
[TRAIN(0,37,56)]: i: 426, train_loss: 1.1133402585983276
[TRAIN(0,38,1)]: i: 427, train_loss: 1.1775472164154053
[TRAIN(0,38,5)]: i: 428, train_loss: 1.1131913661956787
[TRAIN(0,38,10)]: i: 429, train_loss: 1.0862059593200684
[TRAIN(0,38,14)]: i: 430, train_loss: 1.1165263652801514
[TRAIN(0,38,19)]: i: 431, train_loss: 1.0959300994873047
[TRAIN(0,38,23)]: i: 432, train_loss: 1.044284462928772
[TRAIN(0,38,28)]: i: 433, train_loss: 1.1958012580871582
[TRAIN(0,38,33)]: i: 434, train_loss: 1.1142761707305908
[TRAIN(0,38,37)]: i: 435, train_loss: 1.1000407934188843
[TRAIN(0,38,42)]: i: 436, train_loss: 1.1049846410751343
[TRAIN(0,38,47)]: i: 437, train_loss: 1.1081656217575073
[TRAIN(0,38,51)]: i: 438, train_loss: 1.1311750411987305
[TRAIN(0,38,56)]: i: 439, train_loss: 1.1498771905899048
[TRAIN(0,39,1)]: i: 440, train_loss: 1.0788418054580688
[TRAIN(0,39,5)]: i: 441, train_loss: 1.097428321838379
[TRAIN(0,39,10)]: i: 442, train_loss: 1.164419174194336
[TRAIN(0,39,14)]: i: 443, train_loss: 1.0706151723861694
[TRAIN(0,39,20)]: i: 444, train_loss: 1.1096268892288208
[TRAIN(0,39,25)]: i: 445, train_loss: 1.0636311769485474
[TRAIN(0,39,30)]: i: 446, train_loss: 1.095558762550354
[TRAIN(0,39,34)]: i: 447, train_loss: 1.1406383514404297
[TRAIN(0,39,39)]: i: 448, train_loss: 1.0999524593353271
[TRAIN(0,39,43)]: i: 449, train_loss: 1.14467191696167
[TRAIN(0,39,48)]: i: 450, train_loss: 1.143010139465332
[TRAIN(0,39,53)]: i: 451, train_loss: 1.1261087656021118
[TRAIN(0,39,58)]: i: 452, train_loss: 1.1439129114151
[TRAIN(0,40,3)]: i: 453, train_loss: 1.014819860458374
[TRAIN(0,40,7)]: i: 454, train_loss: 1.0995655059814453
[TRAIN(0,40,12)]: i: 455, train_loss: 1.1018556356430054
[TRAIN(0,40,17)]: i: 456, train_loss: 1.1123223304748535
[TRAIN(0,40,21)]: i: 457, train_loss: 1.073530673980713
[TRAIN(0,40,26)]: i: 458, train_loss: 1.170448899269104
[TRAIN(0,40,31)]: i: 459, train_loss: 1.1323442459106445
[TRAIN(0,40,35)]: i: 460, train_loss: 1.1645625829696655
[TRAIN(0,40,40)]: i: 461, train_loss: 1.1892768144607544
[TRAIN(0,40,45)]: i: 462, train_loss: 1.1494828462600708
[TRAIN(0,40,49)]: i: 463, train_loss: 1.1573196649551392
[TRAIN(0,40,54)]: i: 464, train_loss: 1.1150637865066528
[TRAIN(0,40,58)]: i: 465, train_loss: 1.124186396598816
[TRAIN(0,41,3)]: i: 466, train_loss: 1.1606874465942383
[TRAIN(0,41,8)]: i: 467, train_loss: 1.0746351480484009
[TRAIN(0,41,13)]: i: 468, train_loss: 1.0952905416488647
[TRAIN(0,41,19)]: i: 469, train_loss: 1.1562403440475464
[TRAIN(0,41,23)]: i: 470, train_loss: 1.0836941003799438
[TRAIN(0,41,28)]: i: 471, train_loss: 1.0795795917510986
[TRAIN(0,41,33)]: i: 472, train_loss: 1.0789995193481445
[TRAIN(0,41,38)]: i: 473, train_loss: 1.1454310417175293
[TRAIN(0,41,42)]: i: 474, train_loss: 1.0674669742584229
[TRAIN(0,41,47)]: i: 475, train_loss: 1.1378779411315918
[TRAIN(0,41,52)]: i: 476, train_loss: 1.0423216819763184
[TRAIN(0,41,57)]: i: 477, train_loss: 1.1462233066558838
[TRAIN(0,42,2)]: i: 478, train_loss: 1.1473027467727661
[TRAIN(0,42,7)]: i: 479, train_loss: 1.1632229089736938
[TRAIN(0,42,12)]: i: 480, train_loss: 1.0739593505859375
[TRAIN(0,42,16)]: i: 481, train_loss: 1.1166799068450928
[TRAIN(0,42,21)]: i: 482, train_loss: 1.1317358016967773
[TRAIN(0,42,26)]: i: 483, train_loss: 1.0993430614471436
[TRAIN(0,42,30)]: i: 484, train_loss: 1.1240208148956299
[TRAIN(0,42,35)]: i: 485, train_loss: 1.0870821475982666
[TRAIN(0,42,40)]: i: 486, train_loss: 1.133941411972046
[TRAIN(0,42,44)]: i: 487, train_loss: 1.1477704048156738
[TRAIN(0,42,49)]: i: 488, train_loss: 1.1615066528320312
[TRAIN(0,42,54)]: i: 489, train_loss: 1.0900651216506958
[TRAIN(0,42,59)]: i: 490, train_loss: 1.142785906791687
[TRAIN(0,43,4)]: i: 491, train_loss: 1.152222752571106
[TRAIN(0,43,9)]: i: 492, train_loss: 1.1294053792953491
[TRAIN(0,43,13)]: i: 493, train_loss: 1.0170990228652954
[TRAIN(0,43,19)]: i: 494, train_loss: 1.0696607828140259
[TRAIN(0,43,24)]: i: 495, train_loss: 1.0569164752960205
[TRAIN(0,43,30)]: i: 496, train_loss: 1.080783486366272
[TRAIN(0,43,35)]: i: 497, train_loss: 1.1119177341461182
[TRAIN(0,43,40)]: i: 498, train_loss: 1.0436245203018188
[TRAIN(0,43,45)]: i: 499, train_loss: 1.0651283264160156
[TRAIN(0,43,51)]: i: 500, train_loss: 1.0882797241210938
[TRAIN(0,43,55)]: i: 501, train_loss: 1.196518898010254
[TRAIN(0,44,0)]: i: 502, train_loss: 1.1785101890563965
[TRAIN(0,44,5)]: i: 503, train_loss: 1.1104909181594849
[TRAIN(0,44,10)]: i: 504, train_loss: 1.1499862670898438
[TRAIN(0,44,15)]: i: 505, train_loss: 1.0408260822296143
[TRAIN(0,44,20)]: i: 506, train_loss: 1.0990239381790161
[TRAIN(0,44,24)]: i: 507, train_loss: 1.149170994758606
[TRAIN(0,44,30)]: i: 508, train_loss: 1.1788755655288696
[TRAIN(0,44,37)]: i: 509, train_loss: 1.1783807277679443
[TRAIN(0,44,43)]: i: 510, train_loss: 1.084857702255249
[TRAIN(0,44,49)]: i: 511, train_loss: 1.0746885538101196
[TRAIN(0,44,54)]: i: 512, train_loss: 1.0794306993484497
[TRAIN(0,44,59)]: i: 513, train_loss: 1.0885136127471924
[TRAIN(0,45,4)]: i: 514, train_loss: 1.036834716796875
[TRAIN(0,45,9)]: i: 515, train_loss: 1.0630683898925781
[TRAIN(0,45,13)]: i: 516, train_loss: 1.142496943473816
[TRAIN(0,45,18)]: i: 517, train_loss: 1.0635764598846436
[TRAIN(0,45,23)]: i: 518, train_loss: 1.1487457752227783
[TRAIN(0,45,28)]: i: 519, train_loss: 1.0685396194458008
[TRAIN(0,45,32)]: i: 520, train_loss: 1.147297978401184
[TRAIN(0,45,37)]: i: 521, train_loss: 1.1022907495498657
[TRAIN(0,45,42)]: i: 522, train_loss: 1.1309787034988403
[TRAIN(0,45,46)]: i: 523, train_loss: 1.1381291151046753
[TRAIN(0,45,51)]: i: 524, train_loss: 1.1329094171524048
[TRAIN(0,45,56)]: i: 525, train_loss: 1.1101197004318237
[TRAIN(0,46,1)]: i: 526, train_loss: 1.176687240600586
[TRAIN(0,46,6)]: i: 527, train_loss: 1.0949453115463257
[TRAIN(0,46,11)]: i: 528, train_loss: 1.1069610118865967
[TRAIN(0,46,15)]: i: 529, train_loss: 1.1555970907211304
[TRAIN(0,46,20)]: i: 530, train_loss: 1.0673564672470093
[TRAIN(0,46,25)]: i: 531, train_loss: 1.138033151626587
[TRAIN(0,46,30)]: i: 532, train_loss: 1.1634246110916138
[TRAIN(0,46,34)]: i: 533, train_loss: 1.1733208894729614
[TRAIN(0,46,39)]: i: 534, train_loss: 1.1273045539855957
[TRAIN(0,46,44)]: i: 535, train_loss: 1.0519781112670898
[TRAIN(0,46,49)]: i: 536, train_loss: 1.0731720924377441
[TRAIN(0,46,54)]: i: 537, train_loss: 1.13917076587677
[TRAIN(0,46,59)]: i: 538, train_loss: 1.138980507850647
[TRAIN(0,47,3)]: i: 539, train_loss: 1.1413235664367676
[TRAIN(0,47,8)]: i: 540, train_loss: 1.1413679122924805
[TRAIN(0,47,13)]: i: 541, train_loss: 1.0953800678253174
[TRAIN(0,47,18)]: i: 542, train_loss: 1.0727128982543945
[TRAIN(0,47,23)]: i: 543, train_loss: 1.1564499139785767
[TRAIN(0,47,28)]: i: 544, train_loss: 1.1177761554718018
[TRAIN(0,47,35)]: i: 545, train_loss: 1.1438204050064087
[TRAIN(0,47,40)]: i: 546, train_loss: 1.2019312381744385
[TRAIN(0,47,45)]: i: 547, train_loss: 1.1330022811889648
[TRAIN(0,47,51)]: i: 548, train_loss: 1.0813593864440918
[TRAIN(0,47,56)]: i: 549, train_loss: 1.0708730220794678
[TRAIN(0,48,1)]: i: 550, train_loss: 1.1707872152328491
[TRAIN(0,48,6)]: i: 551, train_loss: 1.1016144752502441
[TRAIN(0,48,11)]: i: 552, train_loss: 1.0539929866790771
[TRAIN(0,48,15)]: i: 553, train_loss: 1.1848872900009155
[TRAIN(0,48,20)]: i: 554, train_loss: 1.1090682744979858
[TRAIN(0,48,25)]: i: 555, train_loss: 1.0924447774887085
[TRAIN(0,48,30)]: i: 556, train_loss: 1.1166231632232666
[TRAIN(0,48,35)]: i: 557, train_loss: 1.1402934789657593
[TRAIN(0,48,41)]: i: 558, train_loss: 1.1029082536697388
[TRAIN(0,48,45)]: i: 559, train_loss: 1.1135425567626953
[TRAIN(0,48,50)]: i: 560, train_loss: 1.0499547719955444
[TRAIN(0,48,55)]: i: 561, train_loss: 1.0874541997909546
[TRAIN(0,49,0)]: i: 562, train_loss: 1.1163194179534912
[TRAIN(0,49,5)]: i: 563, train_loss: 1.1567262411117554
[TRAIN(0,49,10)]: i: 564, train_loss: 1.1490269899368286
[TRAIN(0,49,15)]: i: 565, train_loss: 1.1348090171813965
[TRAIN(0,49,20)]: i: 566, train_loss: 1.0675684213638306
[TRAIN(0,49,26)]: i: 567, train_loss: 1.0848363637924194
[TRAIN(0,49,31)]: i: 568, train_loss: 1.139906883239746
[TRAIN(0,49,36)]: i: 569, train_loss: 1.1381714344024658
[TRAIN(0,49,40)]: i: 570, train_loss: 1.0957107543945312
[TRAIN(0,49,45)]: i: 571, train_loss: 1.11253821849823
[TRAIN(0,49,50)]: i: 572, train_loss: 1.1174037456512451
[TRAIN(0,49,55)]: i: 573, train_loss: 1.1135082244873047
[TRAIN(0,49,59)]: i: 574, train_loss: 1.1609435081481934
[TRAIN(0,50,4)]: i: 575, train_loss: 1.068912148475647
[TRAIN(0,50,9)]: i: 576, train_loss: 1.0918232202529907
[TRAIN(0,50,14)]: i: 577, train_loss: 1.1447592973709106
[TRAIN(0,50,19)]: i: 578, train_loss: 1.0998549461364746
[TRAIN(0,50,24)]: i: 579, train_loss: 1.1022638082504272
[TRAIN(0,50,29)]: i: 580, train_loss: 1.1317907571792603
[TRAIN(0,50,33)]: i: 581, train_loss: 1.1216187477111816
[TRAIN(0,50,38)]: i: 582, train_loss: 1.127295970916748
[TRAIN(0,50,43)]: i: 583, train_loss: 1.0749558210372925
[TRAIN(0,50,48)]: i: 584, train_loss: 1.0706511735916138
[TRAIN(0,50,52)]: i: 585, train_loss: 1.0720113515853882
[TRAIN(0,50,57)]: i: 586, train_loss: 1.1213856935501099
[TRAIN(0,51,2)]: i: 587, train_loss: 1.072339653968811
[TRAIN(0,51,7)]: i: 588, train_loss: 1.0563991069793701
[TRAIN(0,51,12)]: i: 589, train_loss: 1.0846315622329712
[TRAIN(0,51,17)]: i: 590, train_loss: 1.123430848121643
[TRAIN(0,51,22)]: i: 591, train_loss: 1.1875247955322266
[TRAIN(0,51,26)]: i: 592, train_loss: 1.0537974834442139
[TRAIN(0,51,31)]: i: 593, train_loss: 1.0424461364746094
[TRAIN(0,51,36)]: i: 594, train_loss: 1.1007846593856812
[TRAIN(0,51,41)]: i: 595, train_loss: 1.091982364654541
[TRAIN(0,51,45)]: i: 596, train_loss: 1.0843309164047241
[TRAIN(0,51,50)]: i: 597, train_loss: 1.1519765853881836
[TRAIN(0,51,55)]: i: 598, train_loss: 1.1395628452301025
[TRAIN(0,52,0)]: i: 599, train_loss: 1.1092076301574707
[TRAIN(0,52,6)]: i: 600, train_loss: 1.1704291105270386
[TRAIN(0,52,11)]: i: 601, train_loss: 1.1337463855743408
[TRAIN(0,52,16)]: i: 602, train_loss: 1.0081024169921875
[TRAIN(0,52,21)]: i: 603, train_loss: 1.0980483293533325
[TRAIN(0,52,26)]: i: 604, train_loss: 1.1018741130828857
[TRAIN(0,52,31)]: i: 605, train_loss: 1.041993260383606
[TRAIN(0,52,36)]: i: 606, train_loss: 1.0792139768600464
[TRAIN(0,52,41)]: i: 607, train_loss: 1.1970983743667603
[TRAIN(0,52,45)]: i: 608, train_loss: 1.0706888437271118
[TRAIN(0,52,50)]: i: 609, train_loss: 1.0259308815002441
[TRAIN(0,52,55)]: i: 610, train_loss: 1.0546265840530396
[TRAIN(0,53,0)]: i: 611, train_loss: 1.1039739847183228
[TRAIN(0,53,5)]: i: 612, train_loss: 1.1055840253829956
[TRAIN(0,53,10)]: i: 613, train_loss: 1.17023766040802
[TRAIN(0,53,15)]: i: 614, train_loss: 1.1374683380126953
[TRAIN(0,53,20)]: i: 615, train_loss: 1.133051872253418
[TRAIN(0,53,25)]: i: 616, train_loss: 1.05918550491333
[TRAIN(0,53,30)]: i: 617, train_loss: 1.1636449098587036
[TRAIN(0,53,35)]: i: 618, train_loss: 1.0861375331878662
[TRAIN(0,53,40)]: i: 619, train_loss: 1.121535062789917
[TRAIN(0,53,45)]: i: 620, train_loss: 1.1752240657806396
[TRAIN(0,53,49)]: i: 621, train_loss: 1.0980437994003296
[TRAIN(0,53,54)]: i: 622, train_loss: 1.160597324371338
[TRAIN(0,53,59)]: i: 623, train_loss: 1.159647822380066
[TRAIN(0,54,4)]: i: 624, train_loss: 1.1628307104110718
[TRAIN(0,54,8)]: i: 625, train_loss: 1.021166443824768
[TRAIN(0,54,13)]: i: 626, train_loss: 1.2055492401123047
[TRAIN(0,54,18)]: i: 627, train_loss: 1.0757580995559692
[TRAIN(0,54,23)]: i: 628, train_loss: 1.0798158645629883
[TRAIN(0,54,28)]: i: 629, train_loss: 1.0420172214508057
[TRAIN(0,54,33)]: i: 630, train_loss: 1.1453821659088135
[TRAIN(0,54,38)]: i: 631, train_loss: 1.1340175867080688
[TRAIN(0,54,43)]: i: 632, train_loss: 1.11091947555542
[TRAIN(0,54,47)]: i: 633, train_loss: 1.130056381225586
[TRAIN(0,54,52)]: i: 634, train_loss: 1.0604565143585205
[TRAIN(0,54,57)]: i: 635, train_loss: 1.1412194967269897
[TRAIN(0,55,2)]: i: 636, train_loss: 1.0864354372024536
[TRAIN(0,55,6)]: i: 637, train_loss: 1.1480118036270142
[TRAIN(0,55,11)]: i: 638, train_loss: 1.146883249282837
[TRAIN(0,55,16)]: i: 639, train_loss: 1.069968581199646
[TRAIN(0,55,21)]: i: 640, train_loss: 1.1587947607040405
[TRAIN(0,55,26)]: i: 641, train_loss: 1.112014889717102
[TRAIN(0,55,31)]: i: 642, train_loss: 1.1476380825042725
[TRAIN(0,55,36)]: i: 643, train_loss: 1.114793062210083
[TRAIN(0,55,41)]: i: 644, train_loss: 1.0998040437698364
[TRAIN(0,55,46)]: i: 645, train_loss: 1.1379554271697998
[TRAIN(0,55,51)]: i: 646, train_loss: 1.0968060493469238
[TRAIN(0,55,55)]: i: 647, train_loss: 1.142730951309204
[TRAIN(0,56,1)]: i: 648, train_loss: 1.1487250328063965
[TRAIN(0,56,5)]: i: 649, train_loss: 1.139893889427185
[TRAIN(0,56,10)]: i: 650, train_loss: 1.1466699838638306
[TRAIN(0,56,15)]: i: 651, train_loss: 1.0754305124282837
[TRAIN(0,56,20)]: i: 652, train_loss: 1.136577844619751
[TRAIN(0,56,24)]: i: 653, train_loss: 1.0594618320465088
[TRAIN(0,56,29)]: i: 654, train_loss: 1.1590989828109741
[TRAIN(0,56,34)]: i: 655, train_loss: 1.0735766887664795
[TRAIN(0,56,39)]: i: 656, train_loss: 1.1497946977615356
[TRAIN(0,56,44)]: i: 657, train_loss: 1.145808458328247
[TRAIN(0,56,48)]: i: 658, train_loss: 1.0776304006576538
[TRAIN(0,56,53)]: i: 659, train_loss: 1.153007984161377
[TRAIN(0,56,58)]: i: 660, train_loss: 1.1026235818862915
[TRAIN(0,57,3)]: i: 661, train_loss: 1.0512416362762451
[TRAIN(0,57,8)]: i: 662, train_loss: 1.0557043552398682
[TRAIN(0,57,13)]: i: 663, train_loss: 1.0641586780548096
[TRAIN(0,57,17)]: i: 664, train_loss: 1.0969836711883545
[TRAIN(0,57,22)]: i: 665, train_loss: 1.011529803276062
[TRAIN(0,57,27)]: i: 666, train_loss: 1.0830862522125244
[TRAIN(0,57,32)]: i: 667, train_loss: 1.1014662981033325
[TRAIN(0,57,37)]: i: 668, train_loss: 1.0665947198867798
[TRAIN(0,57,42)]: i: 669, train_loss: 1.0635312795639038
[TRAIN(0,57,47)]: i: 670, train_loss: 1.05846107006073
[TRAIN(0,57,52)]: i: 671, train_loss: 1.1395994424819946
[TRAIN(0,57,57)]: i: 672, train_loss: 1.1535478830337524
[TRAIN(0,58,1)]: i: 673, train_loss: 1.0377023220062256
[TRAIN(0,58,6)]: i: 674, train_loss: 1.1742409467697144
[TRAIN(0,58,11)]: i: 675, train_loss: 1.1213175058364868
[TRAIN(0,58,16)]: i: 676, train_loss: 1.0792323350906372
[TRAIN(0,58,21)]: i: 677, train_loss: 0.9544699192047119
[TRAIN(0,58,26)]: i: 678, train_loss: 1.1497106552124023
[TRAIN(0,58,31)]: i: 679, train_loss: 1.0741759538650513
[TRAIN(0,58,36)]: i: 680, train_loss: 1.042409062385559
[TRAIN(0,58,41)]: i: 681, train_loss: 1.0852044820785522
[TRAIN(0,58,46)]: i: 682, train_loss: 1.1046533584594727
[TRAIN(0,58,51)]: i: 683, train_loss: 1.0868360996246338
[TRAIN(0,58,56)]: i: 684, train_loss: 1.0414191484451294
[TRAIN(0,59,0)]: i: 685, train_loss: 1.1307592391967773
[TRAIN(0,59,5)]: i: 686, train_loss: 1.102744221687317
[TRAIN(0,59,10)]: i: 687, train_loss: 1.0914002656936646
[TRAIN(0,59,15)]: i: 688, train_loss: 1.1301195621490479
[TRAIN(0,59,19)]: i: 689, train_loss: 1.0398907661437988
[TRAIN(0,59,24)]: i: 690, train_loss: 1.1188727617263794
[TRAIN(0,59,29)]: i: 691, train_loss: 1.046168327331543
[TRAIN(0,59,34)]: i: 692, train_loss: 1.104483962059021
[TRAIN(0,59,39)]: i: 693, train_loss: 1.1317999362945557
[TRAIN(0,59,44)]: i: 694, train_loss: 1.1070516109466553
[TRAIN(0,59,49)]: i: 695, train_loss: 1.1146293878555298
[TRAIN(0,59,54)]: i: 696, train_loss: 1.0741512775421143
[TRAIN(0,59,59)]: i: 697, train_loss: 1.0537168979644775
[TRAIN(1,0,3)]: i: 698, train_loss: 1.1096488237380981
[TRAIN(1,0,8)]: i: 699, train_loss: 1.1445828676223755
[TRAIN(1,0,15)]: i: 700, train_loss: 1.1301584243774414
[TRAIN(1,0,20)]: i: 701, train_loss: 1.1185483932495117
[TRAIN(1,0,25)]: i: 702, train_loss: 1.1040523052215576
[TRAIN(1,0,30)]: i: 703, train_loss: 1.071038007736206
[TRAIN(1,0,35)]: i: 704, train_loss: 1.0468374490737915
[TRAIN(1,0,40)]: i: 705, train_loss: 1.0305644273757935
[TRAIN(1,0,45)]: i: 706, train_loss: 1.077087163925171
[TRAIN(1,0,50)]: i: 707, train_loss: 1.1081959009170532
[TRAIN(1,0,54)]: i: 708, train_loss: 1.1379445791244507
[TRAIN(1,0,59)]: i: 709, train_loss: 1.1196647882461548
[TRAIN(1,1,4)]: i: 710, train_loss: 1.1027072668075562
[TRAIN(1,1,8)]: i: 711, train_loss: 1.1203482151031494
[TRAIN(1,1,13)]: i: 712, train_loss: 1.0813827514648438
[TRAIN(1,1,18)]: i: 713, train_loss: 1.0804744958877563
[TRAIN(1,1,23)]: i: 714, train_loss: 1.1191326379776
[TRAIN(1,1,28)]: i: 715, train_loss: 1.0857824087142944
[TRAIN(1,1,33)]: i: 716, train_loss: 1.1297868490219116
[TRAIN(1,1,38)]: i: 717, train_loss: 1.1829196214675903
[TRAIN(1,1,43)]: i: 718, train_loss: 1.0453698635101318
[TRAIN(1,1,47)]: i: 719, train_loss: 1.1712350845336914
[TRAIN(1,1,52)]: i: 720, train_loss: 1.141554594039917
[TRAIN(1,1,57)]: i: 721, train_loss: 1.0527485609054565
[TRAIN(1,2,2)]: i: 722, train_loss: 1.133211612701416
[TRAIN(1,2,7)]: i: 723, train_loss: 1.0732413530349731
[TRAIN(1,2,12)]: i: 724, train_loss: 1.100439429283142
[TRAIN(1,2,16)]: i: 725, train_loss: 1.0535520315170288
[TRAIN(1,2,21)]: i: 726, train_loss: 1.1424745321273804
[TRAIN(1,2,26)]: i: 727, train_loss: 1.0490375757217407
[TRAIN(1,2,31)]: i: 728, train_loss: 1.07631254196167
[TRAIN(1,2,36)]: i: 729, train_loss: 1.0788648128509521
[TRAIN(1,2,40)]: i: 730, train_loss: 1.0863267183303833
[TRAIN(1,2,45)]: i: 731, train_loss: 1.1113975048065186
[TRAIN(1,2,50)]: i: 732, train_loss: 1.0838383436203003
[TRAIN(1,2,55)]: i: 733, train_loss: 1.1155123710632324
[TRAIN(1,3,0)]: i: 734, train_loss: 1.0836968421936035
[TRAIN(1,3,5)]: i: 735, train_loss: 1.1040438413619995
[TRAIN(1,3,10)]: i: 736, train_loss: 1.142725944519043
[TRAIN(1,3,15)]: i: 737, train_loss: 1.0538123846054077
[TRAIN(1,3,19)]: i: 738, train_loss: 1.1266251802444458
[TRAIN(1,3,24)]: i: 739, train_loss: 1.1311825513839722
[TRAIN(1,3,29)]: i: 740, train_loss: 1.0637818574905396
[TRAIN(1,3,34)]: i: 741, train_loss: 1.051462173461914
[TRAIN(1,3,39)]: i: 742, train_loss: 1.1340140104293823
[TRAIN(1,3,44)]: i: 743, train_loss: 1.0976991653442383
[TRAIN(1,3,49)]: i: 744, train_loss: 1.1214510202407837
[TRAIN(1,3,54)]: i: 745, train_loss: 1.1000648736953735
[TRAIN(1,3,58)]: i: 746, train_loss: 1.114005208015442
[TRAIN(1,4,3)]: i: 747, train_loss: 1.1716853380203247
[TRAIN(1,4,8)]: i: 748, train_loss: 1.0928572416305542
[TRAIN(1,4,13)]: i: 749, train_loss: 1.1343398094177246
[TRAIN(1,4,18)]: i: 750, train_loss: 1.1248068809509277
[TRAIN(1,4,22)]: i: 751, train_loss: 1.1158450841903687
[TRAIN(1,4,27)]: i: 752, train_loss: 0.9714481830596924
[TRAIN(1,4,32)]: i: 753, train_loss: 1.1067922115325928
[TRAIN(1,4,36)]: i: 754, train_loss: 1.1352427005767822
[TRAIN(1,4,41)]: i: 755, train_loss: 1.066765308380127
[TRAIN(1,4,46)]: i: 756, train_loss: 1.0357446670532227
[TRAIN(1,4,51)]: i: 757, train_loss: 1.1422873735427856
[TRAIN(1,4,56)]: i: 758, train_loss: 1.153519630432129
[TRAIN(1,5,1)]: i: 759, train_loss: 1.118743658065796
[TRAIN(1,5,6)]: i: 760, train_loss: 1.0585222244262695
[TRAIN(1,5,11)]: i: 761, train_loss: 1.1105551719665527
[TRAIN(1,5,16)]: i: 762, train_loss: 1.1154955625534058
[TRAIN(1,5,21)]: i: 763, train_loss: 1.082991361618042
[TRAIN(1,5,25)]: i: 764, train_loss: 1.1202445030212402
[TRAIN(1,5,30)]: i: 765, train_loss: 1.1020853519439697
[TRAIN(1,5,35)]: i: 766, train_loss: 1.0886249542236328
[TRAIN(1,5,40)]: i: 767, train_loss: 1.0787791013717651
[TRAIN(1,5,45)]: i: 768, train_loss: 1.0807405710220337
[TRAIN(1,5,49)]: i: 769, train_loss: 1.176370620727539
[TRAIN(1,5,54)]: i: 770, train_loss: 1.0567574501037598
[TRAIN(1,5,59)]: i: 771, train_loss: 1.0707628726959229
[TRAIN(1,6,4)]: i: 772, train_loss: 1.1313409805297852
[TRAIN(1,6,9)]: i: 773, train_loss: 1.1143866777420044
[TRAIN(1,6,14)]: i: 774, train_loss: 1.0660860538482666
[TRAIN(1,6,18)]: i: 775, train_loss: 1.104567527770996
[TRAIN(1,6,23)]: i: 776, train_loss: 1.0927902460098267
[TRAIN(1,6,30)]: i: 777, train_loss: 1.137513279914856
[TRAIN(1,6,36)]: i: 778, train_loss: 1.121356725692749
[TRAIN(1,6,42)]: i: 779, train_loss: 1.0257630348205566
[TRAIN(1,6,47)]: i: 780, train_loss: 1.1301518678665161
[TRAIN(1,6,53)]: i: 781, train_loss: 1.0739197731018066
[TRAIN(1,6,58)]: i: 782, train_loss: 1.015110969543457
[TRAIN(1,7,4)]: i: 783, train_loss: 1.0984315872192383
[TRAIN(1,7,10)]: i: 784, train_loss: 1.1097520589828491
[TRAIN(1,7,16)]: i: 785, train_loss: 1.0664514303207397
[TRAIN(1,7,23)]: i: 786, train_loss: 1.1058993339538574
